id,title,genres,averageRating,numVotes,releaseYear
tt0166924,"Mulholland Drive","Drama, Mystery, Thriller",7.9,391206,2001
tt0107688,"The Nightmare Before Christmas","Animation, Family, Fantasy",7.9,383767,1993
tt1065073,Boyhood,Drama,7.9,371079,2014
tt7653254,"Marriage Story","Drama, Romance",7.9,353304,2019
tt1125849,"The Wrestler","Drama, Sport",7.9,322663,2008
tt0181875,"Almost Famous","Adventure, Comedy, Drama",7.9,298310,2000
tt0118749,"Boogie Nights",Drama,7.9,286657,1997
tt0190332,"Crouching Tiger, Hidden Dragon","Action, Adventure, Drama",7.9,284507,2000
tt0432283,"Fantastic Mr. Fox","Adventure, Animation, Comedy",7.9,277433,2009
tt1655442,"The Artist","Comedy, Drama, Romance",7.9,250245,2011
tt0108399,"True Romance","Crime, Drama, Romance",7.9,246396,1993
tt0058461,"A Fistful of Dollars","Action, Drama, Western",7.9,238042,1964
tt0106519,"Carlito's Way","Crime, Drama, Thriller",7.9,235997,1993
tt0080455,"The Blues Brothers","Action, Adventure, Comedy",7.9,217978,1980
tt0299977,Hero,"Action, Adventure, Drama",7.9,189092,2002
tt2543472,Wonder,"Drama, Family",7.9,183661,2017
tt2209418,"Before Midnight","Drama, Romance",7.9,175468,2013
tt0085334,"A Christmas Story","Comedy, Family",7.9,169775,1983
tt0033870,"The Maltese Falcon","Crime, Film-Noir, Mystery",7.9,168426,1941
tt14849194,"The Holdovers","Comedy, Drama",7.9,168110,2023
tt0113568,"Ghost in the Shell","Action, Animation, Crime",7.9,160747,1995
tt0040746,Rope,"Crime, Drama, Mystery",7.9,157266,1948
tt0088258,"This Is Spinal Tap","Comedy, Music",7.9,149196,1984
tt0054331,Spartacus,"Adventure, Biography, Drama",7.9,145380,1960
tt0044079,"Strangers on a Train","Crime, Drama, Film-Noir",7.9,143239,1951
tt2265171,"The Raid 2","Action, Crime, Thriller",7.9,133162,2014
tt0074119,"All the President's Men","Drama, History, Thriller",7.9,128409,1976
tt0287467,"Talk to Her","Drama, Mystery, Romance",7.9,118617,2002
tt0168629,"Dancer in the Dark","Crime, Drama, Musical",7.9,118469,2000
tt1188996,"My Name Is Khan","Adventure, Drama, Romance",7.9,117946,2010
tt0044081,"A Streetcar Named Desire",Drama,7.9,115690,1951
tt0097216,"Do the Right Thing","Comedy, Drama",7.9,115149,1989
tt0044706,"High Noon","Drama, Thriller, Western",7.9,111803,1952
tt0066206,Patton,"Biography, Drama, War",7.9,109431,1970
tt0038787,Notorious,"Drama, Film-Noir, Romance",7.9,109064,1946
tt1602620,Amour,Drama,7.9,106922,2012
tt3544112,"Sing Street","Comedy, Drama, Music",7.9,102752,2016
tt0049406,"The Killing","Crime, Drama, Film-Noir",7.9,99947,1956
tt0069293,Solaris,"Drama, Mystery, Sci-Fi",7.9,99911,1972
tt2370248,"Short Term 12",Drama,7.9,92706,2013
tt0024216,"King Kong","Adventure, Horror",7.9,92398,1933
tt0038355,"The Big Sleep","Crime, Film-Noir, Mystery",7.9,91850,1946
tt0065214,"The Wild Bunch","Action, Adventure, Drama",7.9,91617,1969
tt8075192,Shoplifters,"Crime, Drama, Thriller",7.9,88934,2018
tt0054997,"The Hustler","Drama, Sport",7.9,87764,1961
tt0061811,"In the Heat of the Night","Drama, Mystery, Thriller",7.9,84913,1967
tt0059113,"Doctor Zhivago","Drama, Romance, War",7.9,83192,1965
tt0067185,"Harold and Maude","Comedy, Drama, Romance",7.9,82889,1971
tt0056218,"The Manchurian Candidate","Drama, Thriller",7.9,80988,1962
tt0049833,"The Ten Commandments","Adventure, Drama, Family",7.9,79049,1956
tt0093191,"Wings of Desire","Drama, Fantasy, Romance",7.9,78958,1987
tt0078841,"Being There","Comedy, Drama",7.9,78943,1979
tt0347304,"Kal Ho Naa Ho","Comedy, Drama, Musical",7.9,76729,2003
tt0036613,"Arsenic and Old Lace","Comedy, Crime, Thriller",7.9,75850,1944
tt1587707,"Exit Through the Gift Shop","Comedy, Crime, Documentary",7.9,69376,2010
tt13664684,"Karthikeya 2","Action, Adventure, Fantasy",7.9,64494,2022
tt1032846,"4 Months, 3 Weeks and 2 Days",Drama,7.9,63883,2007
tt0015648,"Battleship Potemkin","Drama, History, Thriller",7.9,62305,1925
tt27503384,"Perfect Days",Drama,7.9,62090,2023
tt3848892,Baby,"Action, Crime, Thriller",7.9,61228,2015
tt1093370,"Jab We Met","Comedy, Drama, Romance",7.9,60309,2007
tt0046359,"Stalag 17","Comedy, Drama, War",7.9,59466,1953
tt4387040,Airlift,"Action, Drama, History",7.9,59236,2016
tt0423866,3-Iron,"Crime, Drama, Romance",7.9,59011,2004
tt0042546,Harvey,"Comedy, Drama, Fantasy",7.9,58839,1950
tt0347048,Head-On,"Drama, Romance",7.9,58490,2004
tt1360860,"About Elly","Drama, Mystery",7.9,58083,2009
tt0247586,"Nine Queens","Crime, Drama, Thriller",7.9,58034,2000
tt5116302,Togo,"Adventure, Biography, Drama",7.9,57329,2019
tt6333060,Icarus,"Documentary, Sport",7.9,55717,2017
tt0039628,"Miracle on 34th Street","Comedy, Drama, Family",7.9,55452,1947
tt0029843,"The Adventures of Robin Hood","Action, Adventure, Romance",7.9,55222,1938
tt0051459,"Cat on a Hot Tin Roof",Drama,7.9,54347,1958
tt0072443,Mirror,"Biography, Drama",7.9,53485,1975
tt0037008,Laura,"Drama, Film-Noir, Mystery",7.9,52524,1944
tt0069281,Sleuth,"Mystery, Thriller",7.9,50751,1972
tt0283509,"No Man's Land","Comedy, Drama, War",7.9,49250,2001
tt0376968,"The Return",Drama,7.9,48028,2003
tt2395469,"Gully Boy","Drama, Music, Romance",7.9,44428,2019
tt2199711,Vishwaroopam,"Action, Thriller",7.9,41142,2013
tt0037884,"The Lost Weekend","Drama, Film-Noir",7.9,40925,1945
tt0080979,"Kagemusha: The Shadow Warrior","Drama, History, War",7.9,38861,1980
tt7725596,"Badhaai Ho","Comedy, Drama",7.9,38591,2018
tt7485048,"Super 30","Biography, Drama",7.9,38039,2019
tt0069467,"Cries & Whispers",Drama,7.9,37666,1972
tt0110729,"Once Were Warriors","Crime, Drama",7.9,37510,1994
tt0042593,"In a Lonely Place","Drama, Film-Noir, Mystery",7.9,36396,1950
tt0106469,"Blood In, Blood Out","Biography, Crime, Drama",7.9,35232,1993
tt0063227,"The Lion in Winter","Biography, Drama, History",7.9,34740,1968
tt0065571,"The Conformist",Drama,7.9,34472,1970
tt4330758,"Black Hawk Down",Documentary,7.9,34108,1997
tt0025878,"The Thin Man","Comedy, Crime, Mystery",7.9,33091,1934
tt6878038,"A Taxi Driver","Action, Drama, History",7.9,33089,2017
tt1327035,Dev.D,"Comedy, Drama, Romance",7.9,32647,2009
tt0091670,"The Sacrifice",Drama,7.9,31946,1986
tt0031885,"The Rules of the Game","Comedy, Drama",7.9,31825,1939
tt27470893,"Chandu Champion","Action, Biography, Drama",7.9,31784,2024
tt0086022,Nostalghia,Drama,7.9,30835,1983
tt0045555,"The Big Heat","Crime, Film-Noir, Thriller",7.9,30144,1953
tt0061809,"In Cold Blood","Biography, Crime, Drama",7.9,29917,1967
tt0057091,"The Leopard","Drama, History",7.9,29807,1963
tt7218518,"Pad Man","Comedy, Drama",7.9,29718,2018
tt0051378,"Elevator to the Gallows","Crime, Drama, Thriller",7.9,29407,1958
tt0065531,"The Red Circle","Crime, Drama, Thriller",7.9,29308,1970
tt0037913,"Mildred Pierce","Crime, Drama, Film-Noir",7.9,29261,1945
tt0034240,"Sullivan's Travels","Adventure, Comedy, Drama",7.9,29126,1941
tt0038348,"Beauty and the Beast","Drama, Fantasy, Romance",7.9,28531,1946
tt7294534,"Arjun Reddy","Action, Drama, Romance",7.9,28224,2017
tt1702014,"The Way He Looks","Drama, Romance",7.9,28130,2014
tt0055499,"Through a Glass Darkly",Drama,7.9,27822,1961
tt0028010,"My Man Godfrey","Comedy, Drama, Romance",7.9,26982,1936
tt0096257,"The Thin Blue Line","Crime, Documentary",7.9,26512,1988
tt0860906,"Evangelion: 2.0 You Can (Not) Advance","Action, Animation, Drama",7.9,25756,2009
tt0054130,"La Notte",Drama,7.9,24645,1961
tt2882328,Ugly,"Crime, Drama, Mystery",7.9,23928,2013
tt5804038,"I Am Not Your Negro","Documentary, History",7.9,23828,2016
tt0029870,"Angels with Dirty Faces","Crime, Drama, Film-Noir",7.9,23583,1938
tt0064541,Kes,"Drama, Family",7.9,23420,1969
tt0055256,"One, Two, Three",Comedy,7.9,23366,1961
tt0092048,Tampopo,Comedy,7.9,23350,1985
tt30970235,"Article 370","Action, Drama, Thriller",7.9,23064,2024
tt0058430,Onibaba,"Drama, Horror, Thriller",7.9,22836,1964
tt1277737,"The Stoning of Soraya M.",Drama,7.9,22091,2008
tt0051411,"The Big Country","Drama, Romance, Western",7.9,21690,1958
tt0060474,"Don't Look Now... We're Being Shot At!","Adventure, Comedy, War",7.9,20689,1966
tt0058279,Kwaidan,"Drama, Fantasy, Horror",7.9,20677,1964
tt8430054,Flee,"Animation, Biography, Documentary",7.9,19994,2021
tt0035140,"Now, Voyager","Drama, Romance",7.9,19410,1942
tt0118147,"When We Were Kings","Documentary, Sport",7.9,19360,1996
tt1087578,"Still Walking",Drama,7.9,19226,2008
tt0118751,Border,"Action, Drama, History",7.9,17995,1997
tt0051994,"A Night to Remember","Drama, History",7.9,17639,1958
tt1157605,Anvil,"Biography, Documentary, Drama",7.9,16983,2008
tt0023622,"Trouble in Paradise","Comedy, Crime, Romance",7.9,16486,1932
tt0200654,"On Board","Crime, Drama",7.9,16439,1998
tt0031867,"The Roaring Twenties","Crime, Drama, Film-Noir",7.9,16076,1939
tt0988108,"The Class",Drama,7.9,16029,2007
tt11772746,Thiruchitrambalam,"Comedy, Drama, Musical",7.9,15999,2022
tt0042788,"Night and the City","Crime, Film-Noir, Sport",7.9,15618,1950
tt19653180,"Leila's Brothers",Drama,7.9,15208,2022
tt11790780,"The Alpinist","Biography, Documentary",7.9,15101,2021
tt0156794,"Eternity and a Day",Drama,7.9,14864,1998
tt0393597,Earth,Documentary,7.9,14782,2007
tt1183919,Marley,"Biography, Documentary, Music",7.9,14647,2012
tt0055913,"Divorce Italian Style","Comedy, Drama, Romance",7.9,14553,1961
tt0089603,"Mishima: A Life in Four Chapters","Biography, Drama",7.9,14420,1985
tt0222012,"Hey Ram","Crime, Drama, History",7.9,14244,2000
tt0091341,Kin-dza-dza!,"Comedy, Drama, Sci-Fi",7.9,14075,1986
tt0040536,"Letter from an Unknown Woman","Drama, Romance",7.9,13986,1948
tt0023563,"The Testament of Dr. Mabuse","Crime, Mystery, Thriller",7.9,13794,1933
tt0069687,"Alice in the Cities",Drama,7.9,13772,1974
tt4309356,Ivy,"Drama, Fantasy, Thriller",7.9,13755,2015
tt0041719,Orpheus,"Drama, Fantasy, Romance",7.9,13671,1950
tt1077248,"Johnny Gaddaar","Crime, Drama, Thriller",7.9,13412,2007
tt0033836,"The Little Foxes","Drama, Romance",7.9,13363,1941
tt30796448,"The Greatest Night in Pop","Documentary, Music",7.9,13170,2024
tt8108200,Sonchiriya,"Action, Crime, Drama",7.9,13169,2019
tt5221894,"The Other Me","Crime, Drama, Mystery",7.9,13031,2016
tt3614516,"Ankhon Dekhi","Comedy, Drama",7.9,13008,2013
tt0051383,"Auntie Mame","Comedy, Drama, Romance",7.9,12963,1958
tt0079672,"Opening Night",Drama,7.9,12738,1977
tt0301727,"Winged Migration",Documentary,7.9,12434,2001
tt0060277,"The Sword of Doom","Action, Drama",7.9,12352,1966
tt0052216,"Big Deal on Madonna Street","Comedy, Crime",7.9,11792,1958
tt0117040,Microcosmos,Documentary,7.9,11777,1996
tt0031385,"Goodbye, Mr. Chips","Drama, Romance",7.9,11733,1939
tt11833648,"The Book of Sun",Comedy,7.9,11663,2020
tt0074360,"Cría Cuervos",Drama,7.9,11629,1976
tt0113703,"Love Letter","Drama, Romance",7.9,11442,1995
tt0046022,"The Earrings of Madame De...","Drama, Romance",7.9,11330,1953
tt0997246,"The Song of Sparrows","Drama, Family",7.9,11278,2008
tt0028691,"Captains Courageous","Adventure, Drama, Family",7.9,11155,1937
tt2130321,"West of Memphis","Crime, Documentary",7.9,11112,2012
tt0814075,"Deliver Us from Evil","Crime, Documentary",7.9,10941,2006
tt0061065,"The Face of Another","Drama, Sci-Fi, Thriller",7.9,10807,1966
tt0436231,"The Devil and Daniel Johnston","Biography, Documentary, Music",7.9,10619,2005
tt0478813,"The Trap","Crime, Drama, Thriller",7.9,10445,2007
tt0096028,"Salaam Bombay!","Crime, Drama",7.9,10266,1988
tt0061589,"Bob Dylan: Dont Look Back","Documentary, Music",7.9,10154,1967
tt2488496,"Star Wars: Episode VII - The Force Awakens","Action, Adventure, Sci-Fi",7.8,985881,2015
tt0903624,"The Hobbit: An Unexpected Journey","Adventure, Fantasy",7.8,887685,2012
tt3498820,"Captain America: Civil War","Action, Sci-Fi",7.8,868237,2016
tt1877830,"The Batman","Action, Crime, Drama",7.8,825482,2022
tt1285016,"The Social Network","Biography, Drama",7.8,772881,2010
tt5013056,Dunkirk,"Action, Drama, History",7.8,754862,2017
tt1074638,Skyfall,"Action, Adventure, Thriller",7.8,739987,2012
tt5052448,"Get Out","Horror, Mystery, Thriller",7.8,730077,2017
tt0780504,Drive,"Action, Drama",7.8,719200,2011
tt1170358,"The Hobbit: The Desolation of Smaug","Adventure, Fantasy",7.8,718156,2013
tt0421715,"The Curious Case of Benjamin Button","Drama, Fantasy, Romance",7.8,707151,2008
tt3748528,"Rogue One: A Star Wars Story","Action, Adventure, Sci-Fi",7.8,699878,2016
tt3460252,"The Hateful Eight","Crime, Drama, Mystery",7.8,673402,2015
tt0162222,"Cast Away","Adventure, Drama, Romance",7.8,650562,2000
tt0332280,"The Notebook","Drama, Romance",7.8,636197,2004
tt2872718,Nightcrawler,"Crime, Drama, Thriller",7.8,619100,2014
tt0258463,"The Bourne Identity","Action, Mystery, Thriller",7.8,585263,2002
tt0096874,"Back to the Future Part II","Adventure, Comedy, Sci-Fi",7.8,584747,1989
tt6710474,"Everything Everywhere All at Once","Action, Adventure, Comedy",7.8,555063,2022
tt0425112,"Hot Fuzz","Action, Comedy, Mystery",7.8,543848,2007
tt0449059,"Little Miss Sunshine","Comedy, Drama",7.8,526756,2006
tt2245084,"Big Hero 6","Action, Adventure, Animation",7.8,514401,2014
tt1568346,"The Girl with the Dragon Tattoo","Crime, Drama, Mystery",7.8,503881,2011
tt1535109,"Captain Phillips","Action, Biography, Crime",7.8,499670,2013
tt1596363,"The Big Short","Biography, Comedy, Drama",7.8,496393,2015
tt0139654,"Training Day","Crime, Drama, Thriller",7.8,483015,2001
tt0325710,"The Last Samurai","Action, Drama",7.8,479143,2003
tt0093773,Predator,"Action, Adventure, Horror",7.8,466197,1987
tt0765429,"American Gangster","Biography, Crime, Drama",7.8,461285,2007
tt0087332,Ghostbusters,"Action, Comedy, Fantasy",7.8,461198,1984
tt0088847,"The Breakfast Club","Comedy, Drama",7.8,446608,1985
tt1302006,"The Irishman","Biography, Crime, Drama",7.8,440722,2019
tt8367814,"The Gentlemen","Action, Crime",7.8,417668,2019
tt2194499,"About Time","Comedy, Drama, Fantasy",7.8,398645,2013
tt0091042,"Ferris Bueller's Day Off",Comedy,7.8,394635,1986
tt0964517,"The Fighter","Action, Biography, Drama",7.8,393465,2010
tt1182345,Moon,"Drama, Mystery, Sci-Fi",7.8,380913,2009
tt1646971,"How to Train Your Dragon 2","Action, Adventure, Animation",7.8,371306,2014
tt1748122,"Moonrise Kingdom","Adventure, Comedy, Drama",7.8,369925,2012
tt6263850,"Deadpool & Wolverine","Action, Adventure, Comedy",7.8,343346,2024
tt0414387,"Pride & Prejudice","Drama, Romance",7.8,339519,2005
tt0472043,Apocalypto,"Action, Adventure, Drama",7.8,336777,2006
tt0094226,"The Untouchables","Crime, Drama, Thriller",7.8,336457,1987
tt5726616,"Call Me by Your Name","Drama, Romance",7.8,326919,2017
tt0106977,"The Fugitive","Action, Crime, Drama",7.8,325522,1993
tt4034228,"Manchester by the Sea",Drama,7.8,322138,2016
